user_id,age,gender,location,days,timeslot,gameid,gener,0
4,25,1,8,6,5,10,3,1
4,25,1,8,6,6,2,1,1
4,25,1,8,6,7,4,1,1
4,25,1,8,6,8,11,3,1
4,25,1,8,6,9,16,5,1
4,25,1,8,7,1,15,5,1
4,25,1,8,7,2,5,2,1
4,25,1,8,7,3,20,6,1
4,25,1,8,7,4,20,6,1
4,25,1,8,7,5,13,4,1
4,25,1,8,7,6,11,3,1
4,25,1,8,7,7,9,3,1
4,25,1,8,7,8,6,2,1
4,25,1,8,7,9,18,6,1
4,25,1,8,8,1,11,3,1
4,25,1,8,8,2,11,3,1
4,25,1,8,8,3,14,4,1
4,25,1,8,8,4,12,4,1
4,25,1,8,8,5,2,1,1
4,25,1,8,8,6,15,5,1
4,25,1,8,8,7,4,1,1
4,25,1,8,8,8,11,3,1
4,25,1,8,8,9,19,6,1
4,25,1,8,9,1,13,4,1
4,25,1,8,9,2,3,1,1
4,25,1,8,9,3,19,6,1
4,25,1,8,9,4,18,6,1
4,25,1,8,9,5,15,5,1
4,25,1,8,9,6,6,2,1
4,25,1,8,9,7,6,2,1
4,25,1,8,9,8,3,1,1
4,25,1,8,9,9,13,4,1
4,25,1,8,10,1,3,1,1
4,25,1,8,10,2,7,2,1
4,25,1,8,10,3,20,6,1
4,25,1,8,10,4,12,4,1
4,25,1,8,10,5,3,1,1
4,25,1,8,10,6,3,1,1
4,25,1,8,10,7,20,6,1
4,25,1,8,10,8,8,2,1
4,25,1,8,10,9,19,6,1
5,26,3,17,1,1,17,5,1
5,26,3,17,1,2,2,1,1
5,26,3,17,1,3,3,1,1
5,26,3,17,1,4,11,3,1
5,26,3,17,1,5,6,2,1
5,26,3,17,1,6,9,3,1
5,26,3,17,1,7,6,2,1
5,26,3,17,1,8,5,2,1
5,26,3,17,1,9,16,5,1
5,26,3,17,2,1,18,6,1
5,26,3,17,2,2,6,2,1
5,26,3,17,2,3,6,2,1
5,26,3,17,2,4,12,4,1
5,26,3,17,2,5,3,1,1
5,26,3,17,2,6,8,2,1
5,26,3,17,2,7,11,3,1
5,26,3,17,2,8,18,6,1
5,26,3,17,2,9,8,2,1
5,26,3,17,3,1,12,4,1
5,26,3,17,3,2,3,1,1
5,26,3,17,3,3,12,4,1
5,26,3,17,3,4,18,6,1
5,26,3,17,3,5,11,3,1
5,26,3,17,3,6,11,3,1
5,26,3,17,3,7,13,4,1
5,26,3,17,3,8,12,4,1
5,26,3,17,3,9,19,6,1
5,26,3,17,4,1,6,2,1
5,26,3,17,4,2,4,1,1
5,26,3,17,4,3,14,4,1
5,26,3,17,4,4,5,2,1
5,26,3,17,4,5,18,6,1
5,26,3,17,4,6,11,3,1
5,26,3,17,4,7,15,5,1
5,26,3,17,4,8,5,2,1
5,26,3,17,4,9,7,2,1
5,26,3,17,5,1,12,4,1
5,26,3,17,5,2,14,4,1
5,26,3,17,5,3,17,5,1
5,26,3,17,5,4,7,2,1
5,26,3,17,5,5,1,1,1
5,26,3,17,5,6,8,2,1
5,26,3,17,5,7,1,1,1
5,26,3,17,5,8,10,3,1
5,26,3,17,5,9,3,1,1
5,26,3,17,6,1,19,6,1
5,26,3,17,6,2,3,1,1
5,26,3,17,6,3,18,6,1
5,26,3,17,6,4,4,1,1
5,26,3,17,6,5,4,1,1
5,26,3,17,6,6,4,1,1
5,26,3,17,6,7,7,2,1
5,26,3,17,6,8,2,1,1
5,26,3,17,6,9,18,6,1
5,26,3,17,7,1,17,5,1
5,26,3,17,7,2,10,3,1
5,26,3,17,7,3,18,6,1
5,26,3,17,7,4,18,6,1
5,26,3,17,7,5,1,1,1
5,26,3,17,7,6,7,2,1
5,26,3,17,7,7,2,1,1
5,26,3,17,7,8,11,3,1
5,26,3,17,7,9,16,5,1
5,26,3,17,8,1,2,1,1
5,26,3,17,8,2,1,1,1
5,26,3,17,8,3,16,5,1
5,26,3,17,8,4,20,6,1
5,26,3,17,8,5,6,2,1
5,26,3,17,8,6,13,4,1
5,26,3,17,8,7,1,1,1
5,26,3,17,8,8,15,5,1
5,26,3,17,8,9,10,3,1
5,26,3,17,9,1,4,1,1
5,26,3,17,9,2,8,2,1
5,26,3,17,9,3,1,1,1
5,26,3,17,9,4,8,2,1
5,26,3,17,9,5,16,5,1
5,26,3,17,9,6,1,1,1
5,26,3,17,9,7,18,6,1
5,26,3,17,9,8,19,6,1
5,26,3,17,9,9,5,2,1
5,26,3,17,10,1,11,3,1
5,26,3,17,10,2,2,1,1
5,26,3,17,10,3,5,2,1
5,26,3,17,10,4,10,3,1
5,26,3,17,10,5,4,1,1
5,26,3,17,10,6,20,6,1
5,26,3,17,10,7,13,4,1
5,26,3,17,10,8,5,2,1
5,26,3,17,10,9,14,4,1
6,29,2,5,1,1,15,5,1
6,29,2,5,1,2,3,1,1
6,29,2,5,1,3,5,2,1
6,29,2,5,1,4,9,3,1
6,29,2,5,1,5,6,2,1
6,29,2,5,1,6,19,6,1
6,29,2,5,1,7,5,2,1
6,29,2,5,1,8,14,4,1
6,29,2,5,1,9,15,5,1
6,29,2,5,2,1,6,2,1
6,29,2,5,2,2,7,2,1
6,29,2,5,2,3,9,3,1
6,29,2,5,2,4,4,1,1
6,29,2,5,2,5,10,3,1
6,29,2,5,2,6,13,4,1
6,29,2,5,2,7,12,4,1
6,29,2,5,2,8,17,5,1
6,29,2,5,2,9,18,6,1
6,29,2,5,3,1,17,5,1
6,29,2,5,3,2,15,5,1
6,29,2,5,3,3,8,2,1
6,29,2,5,3,4,6,2,1
6,29,2,5,3,5,1,1,1
6,29,2,5,3,6,3,1,1
6,29,2,5,3,7,17,5,1
6,29,2,5,3,8,18,6,1
6,29,2,5,3,9,15,5,1
6,29,2,5,4,1,17,5,1
6,29,2,5,4,2,18,6,1
6,29,2,5,4,3,19,6,1
6,29,2,5,4,4,9,3,1
6,29,2,5,4,5,9,3,1
6,29,2,5,4,6,15,5,1
6,29,2,5,4,7,4,1,1
6,29,2,5,4,8,16,5,1
6,29,2,5,4,9,10,3,1
6,29,2,5,5,1,6,2,1
6,29,2,5,5,2,12,4,1
6,29,2,5,5,3,20,6,1
6,29,2,5,5,4,12,4,1
6,29,2,5,5,5,3,1,1
6,29,2,5,5,6,18,6,1
6,29,2,5,5,7,10,3,1
6,29,2,5,5,8,18,6,1
6,29,2,5,5,9,6,2,1
6,29,2,5,6,1,5,2,1
6,29,2,5,6,2,5,2,1
6,29,2,5,6,3,8,2,1
6,29,2,5,6,4,5,2,1
6,29,2,5,6,5,3,1,1
6,29,2,5,6,6,14,4,1
6,29,2,5,6,7,14,4,1
6,29,2,5,6,8,3,1,1
6,29,2,5,6,9,1,1,1
6,29,2,5,7,1,15,5,1
6,29,2,5,7,2,12,4,1
6,29,2,5,7,3,2,1,1
6,29,2,5,7,4,1,1,1
6,29,2,5,7,5,17,5,1
6,29,2,5,7,6,7,2,1
6,29,2,5,7,7,20,6,1
6,29,2,5,7,8,4,1,1
6,29,2,5,7,9,4,1,1
6,29,2,5,8,1,16,5,1
6,29,2,5,8,2,2,1,1
6,29,2,5,8,3,12,4,1
6,29,2,5,8,4,5,2,1
6,29,2,5,8,5,14,4,1
6,29,2,5,8,6,11,3,1
6,29,2,5,8,7,4,1,1
6,29,2,5,8,8,8,2,1
6,29,2,5,8,9,20,6,1
6,29,2,5,9,1,3,1,1
6,29,2,5,9,2,19,6,1
6,29,2,5,9,3,19,6,1
6,29,2,5,9,4,20,6,1
6,29,2,5,9,5,4,1,1
6,29,2,5,9,6,11,3,1
6,29,2,5,9,7,6,2,1
6,29,2,5,9,8,10,3,1
6,29,2,5,9,9,10,3,1
6,29,2,5,10,1,11,3,1
6,29,2,5,10,2,8,2,1
6,29,2,5,10,3,14,4,1
6,29,2,5,10,4,3,1,1
6,29,2,5,10,5,12,4,1
6,29,2,5,10,6,15,5,1
6,29,2,5,10,7,1,1,1
6,29,2,5,10,8,8,2,1
6,29,2,5,10,9,15,5,1
7,28,1,1,1,1,16,5,1
7,28,1,1,1,2,8,2,1
7,28,1,1,1,3,2,1,1
7,28,1,1,1,4,14,4,1
7,28,1,1,1,5,16,5,1
7,28,1,1,1,6,15,5,1
7,28,1,1,1,7,4,1,1
7,28,1,1,1,8,13,4,1
7,28,1,1,1,9,11,3,1
7,28,1,1,2,1,15,5,1
7,28,1,1,2,2,13,4,1
7,28,1,1,2,3,20,6,1
7,28,1,1,2,4,17,5,1
7,28,1,1,2,5,12,4,1
7,28,1,1,2,6,13,4,1
7,28,1,1,2,7,7,2,1
7,28,1,1,2,8,12,4,1
7,28,1,1,2,9,9,3,1
7,28,1,1,3,1,19,6,1
7,28,1,1,3,2,3,1,1
7,28,1,1,3,3,6,2,1
7,28,1,1,3,4,3,1,1
7,28,1,1,3,5,19,6,1
7,28,1,1,3,6,19,6,1
7,28,1,1,3,7,3,1,1
7,28,1,1,3,8,18,6,1
7,28,1,1,3,9,8,2,1
7,28,1,1,4,1,16,5,1
7,28,1,1,4,2,11,3,1
7,28,1,1,4,3,7,2,1
7,28,1,1,4,4,4,1,1
7,28,1,1,4,5,7,2,1
7,28,1,1,4,6,15,5,1
7,28,1,1,4,7,3,1,1
7,28,1,1,4,8,14,4,1
7,28,1,1,4,9,8,2,1
7,28,1,1,5,1,15,5,1
7,28,1,1,5,2,16,5,1
7,28,1,1,5,3,2,1,1
7,28,1,1,5,4,7,2,1
7,28,1,1,5,5,5,2,1
7,28,1,1,5,6,18,6,1
7,28,1,1,5,7,20,6,1
7,28,1,1,5,8,13,4,1
7,28,1,1,5,9,17,5,1
7,28,1,1,6,1,4,1,1
7,28,1,1,6,2,11,3,1
7,28,1,1,6,3,17,5,1
7,28,1,1,6,4,3,1,1
7,28,1,1,6,5,14,4,1
7,28,1,1,6,6,8,2,1
7,28,1,1,6,7,20,6,1
7,28,1,1,6,8,14,4,1
7,28,1,1,6,9,1,1,1
7,28,1,1,7,1,16,5,1
7,28,1,1,7,2,20,6,1
7,28,1,1,7,3,9,3,1
7,28,1,1,7,4,18,6,1
7,28,1,1,7,5,19,6,1
7,28,1,1,7,6,2,1,1
7,28,1,1,7,7,14,4,1
7,28,1,1,7,8,4,1,1
7,28,1,1,7,9,12,4,1
7,28,1,1,8,1,2,1,1
7,28,1,1,8,2,8,2,1
7,28,1,1,8,3,16,5,1
7,28,1,1,8,4,20,6,1
7,28,1,1,8,5,3,1,1
7,28,1,1,8,6,18,6,1
7,28,1,1,8,7,18,6,1
7,28,1,1,8,8,5,2,1
7,28,1,1,8,9,17,5,1
7,28,1,1,9,1,14,4,1
7,28,1,1,9,2,13,4,1
7,28,1,1,9,3,3,1,1
7,28,1,1,9,4,17,5,1
7,28,1,1,9,5,5,2,1
7,28,1,1,9,6,1,1,1
7,28,1,1,9,7,16,5,1
7,28,1,1,9,8,17,5,1
7,28,1,1,9,9,7,2,1
7,28,1,1,10,1,3,1,1
7,28,1,1,10,2,8,2,1
7,28,1,1,10,3,10,3,1
7,28,1,1,10,4,20,6,1
7,28,1,1,10,5,1,1,1
7,28,1,1,10,6,19,6,1
7,28,1,1,10,7,3,1,1
7,28,1,1,10,8,7,2,1
7,28,1,1,10,9,10,3,1
8,20,3,17,1,1,5,2,1
8,20,3,17,1,2,19,6,1
8,20,3,17,1,3,17,5,1
8,20,3,17,1,4,10,3,1
8,20,3,17,1,5,14,4,1
8,20,3,17,1,6,12,4,1
8,20,3,17,1,7,5,2,1
8,20,3,17,1,8,4,1,1
8,20,3,17,1,9,4,1,1
8,20,3,17,2,1,13,4,1
8,20,3,17,2,2,14,4,1
8,20,3,17,2,3,18,6,1
8,20,3,17,2,4,15,5,1
8,20,3,17,2,5,7,2,1
8,20,3,17,2,6,11,3,1
8,20,3,17,2,7,9,3,1
8,20,3,17,2,8,13,4,1
8,20,3,17,2,9,2,1,1
8,20,3,17,3,1,5,2,1
8,20,3,17,3,2,5,2,1
8,20,3,17,3,3,16,5,1
8,20,3,17,3,4,16,5,1
8,20,3,17,3,5,18,6,1
8,20,3,17,3,6,5,2,1
8,20,3,17,3,7,5,2,1
8,20,3,17,3,8,14,4,1
8,20,3,17,3,9,19,6,1
8,20,3,17,4,1,3,1,1
8,20,3,17,4,2,4,1,1
8,20,3,17,4,3,19,6,1
8,20,3,17,4,4,18,6,1
8,20,3,17,4,5,5,2,1
8,20,3,17,4,6,18,6,1
8,20,3,17,4,7,16,5,1
8,20,3,17,4,8,20,6,1
8,20,3,17,4,9,5,2,1
8,20,3,17,5,1,11,3,1
8,20,3,17,5,2,11,3,1
8,20,3,17,5,3,17,5,1
8,20,3,17,5,4,5,2,1
8,20,3,17,5,5,15,5,1
8,20,3,17,5,6,4,1,1
8,20,3,17,5,7,7,2,1
8,20,3,17,5,8,17,5,1
8,20,3,17,5,9,15,5,1
8,20,3,17,6,1,13,4,1
8,20,3,17,6,2,20,6,1
8,20,3,17,6,3,20,6,1
8,20,3,17,6,4,3,1,1
8,20,3,17,6,5,18,6,1
8,20,3,17,6,6,1,1,1
8,20,3,17,6,7,20,6,1
8,20,3,17,6,8,14,4,1
8,20,3,17,6,9,20,6,1
8,20,3,17,7,1,10,3,1
8,20,3,17,7,2,10,3,1
8,20,3,17,7,3,3,1,1
8,20,3,17,7,4,6,2,1
8,20,3,17,7,5,18,6,1
8,20,3,17,7,6,15,5,1
8,20,3,17,7,7,16,5,1
8,20,3,17,7,8,12,4,1
8,20,3,17,7,9,16,5,1
8,20,3,17,8,1,5,2,1
8,20,3,17,8,2,17,5,1
8,20,3,17,8,3,18,6,1
8,20,3,17,8,4,10,3,1
8,20,3,17,8,5,10,3,1
8,20,3,17,8,6,19,6,1
8,20,3,17,8,7,1,1,1
8,20,3,17,8,8,7,2,1
8,20,3,17,8,9,20,6,1
8,20,3,17,9,1,4,1,1
8,20,3,17,9,2,4,1,1
8,20,3,17,9,3,4,1,1
8,20,3,17,9,4,4,1,1
8,20,3,17,9,5,16,5,1
8,20,3,17,9,6,1,1,1
8,20,3,17,9,7,20,6,1
8,20,3,17,9,8,14,4,1
8,20,3,17,9,9,14,4,1
8,20,3,17,10,1,15,5,1
8,20,3,17,10,2,13,4,1
8,20,3,17,10,3,5,2,1
8,20,3,17,10,4,20,6,1
8,20,3,17,10,5,20,6,1
8,20,3,17,10,6,16,5,1
8,20,3,17,10,7,2,1,1
8,20,3,17,10,8,15,5,1
8,20,3,17,10,9,2,1,1
9,23,1,5,1,1,13,4,1
9,23,1,5,1,2,10,3,1
9,23,1,5,1,3,17,5,1
9,23,1,5,1,4,9,3,1
9,23,1,5,1,5,6,2,1
9,23,1,5,1,6,14,4,1
9,23,1,5,1,7,20,6,1
9,23,1,5,1,8,4,1,1
9,23,1,5,1,9,12,4,1
9,23,1,5,2,1,13,4,1
9,23,1,5,2,2,18,6,1
9,23,1,5,2,3,16,5,1
9,23,1,5,2,4,18,6,1
9,23,1,5,2,5,12,4,1
9,23,1,5,2,6,17,5,1
9,23,1,5,2,7,12,4,1
9,23,1,5,2,8,6,2,1
9,23,1,5,2,9,11,3,1
9,23,1,5,3,1,3,1,1
9,23,1,5,3,2,7,2,1
9,23,1,5,3,3,13,4,1
9,23,1,5,3,4,19,6,1
9,23,1,5,3,5,3,1,1
9,23,1,5,3,6,16,5,1
9,23,1,5,3,7,2,1,1
9,23,1,5,3,8,4,1,1
9,23,1,5,3,9,8,2,1
9,23,1,5,4,1,8,2,1
9,23,1,5,4,2,13,4,1
9,23,1,5,4,3,6,2,1
9,23,1,5,4,4,3,1,1
9,23,1,5,4,5,15,5,1
9,23,1,5,4,6,17,5,1
9,23,1,5,4,7,13,4,1
9,23,1,5,4,8,3,1,1
9,23,1,5,4,9,13,4,1
9,23,1,5,5,1,4,1,1
9,23,1,5,5,2,14,4,1
9,23,1,5,5,3,3,1,1
9,23,1,5,5,4,1,1,1
9,23,1,5,5,5,5,2,1
9,23,1,5,5,6,9,3,1
9,23,1,5,5,7,6,2,1
9,23,1,5,5,8,6,2,1
9,23,1,5,5,9,13,4,1
9,23,1,5,6,1,20,6,1
9,23,1,5,6,2,6,2,1
9,23,1,5,6,3,10,3,1
9,23,1,5,6,4,16,5,1
9,23,1,5,6,5,13,4,1
9,23,1,5,6,6,16,5,1
9,23,1,5,6,7,19,6,1
9,23,1,5,6,8,3,1,1
9,23,1,5,6,9,11,3,1
